record_id,left,hit,right
row_16194,"unto Jeremiah from the LORD, when Nebuchadnezzar             ",king,"of Babylon, and all his army, and"
row_16194,"and all his army, and all the                                ",kingdoms,"of the earth of his dominion, and"
row_16194,of Israel; Go and speak to Zedekiah                          ,king,"of Judah, and tell him, Thus saith"
row_16194,this city into the hand of the                               ,king,"of Babylon, and he shall burn it"
row_16194,eyes shall behold the eyes of the                            ,king,"of Babylon, and he shall speak with"
row_16195,"the word of the LORD, O Zedekiah                             ",king,of Judah; Thus saith the LORD of
row_16195,"the burnings of thy fathers, the former                      ",kings,"which were before thee, so shall they"
row_16196,prophet spake all these words unto Zedekiah                  ,king,"of Judah in Jerusalem, 34:7 When the"
row_16196,"of Judah in Jerusalem, 34:7 When the                         ",king,"of Babylon’s army fought against Jerusalem, and"
row_16197,"Jeremiah from the LORD, after that the                       ",king,Zedekiah had made a covenant with all
row_16202,you to be removed into all the                               ,kingdoms,of the earth.
row_16204,And Zedekiah                                                 ,king,of Judah and his princes will I
row_16204,"life, and into the hand of the                               ",king,"of Babylon’s army, which are gone up"
row_16206,days of Jehoiakim the son of Josiah                          ,king,"of Judah, saying, 35:2 Go unto the"
row_16211,"But it came to pass, when Nebuchadrezzar                     ",king,"of Babylon came up into the land,"
row_16213,"have spoken unto you, rising early and                       ",speaking;,but ye hearkened not unto me.
row_16217,year of Jehoiakim the son of Josiah                          ,king,"of Judah, that this word came unto"
row_16223,year of Jehoiakim the son of Josiah                          ,king,"of Judah, in the ninth month, that"
row_16225,36:12 Then he went down into the                             ,king’s,"house, into the scribe’s chamber: and, lo,"
row_16229,"unto Baruch, We will surely tell the                         ",king,of all these words.
row_16232,And they went in to the                                      ,king,"into the court, but they laid up"
row_16232,the words in the ears of the                                 ,king.,
row_16233,So the                                                       ,king,sent Jehudi to fetch the roll: and
row_16233,read it in the ears of the                                   ,"king,",and in the ears of all the
row_16233,all the princes which stood beside the                       ,king.,
row_16234,Now the                                                      ,king,sat in the winterhouse in the ninth
row_16236,"afraid, nor rent their garments, neither the                 ","king,",nor any of his servants that heard
row_16237,and Gemariah had made intercession to the                    ,king,that he would not burn the roll:
row_16238,But the                                                      ,king,"commanded Jerahmeel the son of Hammelech, and"
row_16239,"LORD came to Jeremiah, after that the                        ",king,"had burned the roll, and the words"
row_16239,"in the first roll, which Jehoiakim the                       ",king,of Judah hath burned.
row_16240,And thou shalt say to Jehoiakim                              ,king,"of Judah, Thus saith the LORD; Thou"
row_16240,"Why hast thou written therein, saying, The                   ",king,of Babylon shall certainly come and destroy
row_16240,Therefore thus saith the LORD of Jehoiakim                   ,king,of Judah; He shall have none to
row_16242,the words of the book which Jehoiakim                        ,king,of Judah had burned in the fire:
row_16243,And                                                          ,king,Zedekiah the son of Josiah reigned instead
row_16243,"Coniah the son of Jehoiakim, whom Nebuchadrezzar             ",king,of Babylon made king in the land
row_16243,"Jehoiakim, whom Nebuchadrezzar king of Babylon made          ",king,in the land of Judah.
row_16245,And Zedekiah the                                             ,king,sent Jehucal the son of Shelemiah and
row_16249,Israel; Thus shall ye say to the                             ,king,"of Judah, that sent you unto me"
row_16257,there many days; 37:17 Then Zedekiah the                     ,king,"sent, and took him out: and the"
row_16257,"sent, and took him out: and the                              ",king,"asked him secretly in his house, and"
row_16257,be delivered into the hand of the                            ,king,of Babylon.
row_16258,Moreover Jeremiah said unto                                  ,king,"Zedekiah, What have I offended against thee,"
row_16258,"prophets which prophesied unto you, saying, The              ",king,"of Babylon shall not come against you,"
row_16258,"I pray thee, O my lord the                                   ",king:,"let my supplication, I pray thee, be"
row_16259,Then Zedekiah the                                            ,king,commanded that they should commit Jeremiah into
row_16261,be given into the hand of the                                ,king,"of Babylon’s army, which shall take it."
row_16262,Therefore the princes said unto the                          ,"king,","We beseech thee, let this man be"
row_16262,"the hands of all the people, in                              ",speaking,such words unto them: for this man
row_16263,Then Zedekiah the                                            ,king,"said, Behold, he is in your hand:"
row_16263,he is in your hand: for the                                  ,king,is not he that can do any
row_16265,of the eunuchs which was in the                              ,king’s,"house, heard that they had put Jeremiah"
row_16265,had put Jeremiah in the dungeon; the                         ,king,then sitting in the gate of Benjamin;
row_16265,38:8 Ebedmelech went forth out of the                        ,king’s,"house, and spake to the king saying,"
row_16265,"the king’s house, and spake to the                           ",king,"saying, 38:9 My lord the king, these"
row_16265,"the king saying, 38:9 My lord the                            ","king,",these men have done evil in all
row_16266,Then the                                                     ,king,"commanded Ebedmelech the Ethiopian, saying, Take from"
row_16267,and went into the house of the                               ,king,"under the treasury, and took thence old"
row_16270,Then Zedekiah the                                            ,king,"sent, and took Jeremiah the prophet unto"
row_16270,the house of the LORD: and the                               ,king,"said unto Jeremiah, I will ask thee"
row_16271,hearken unto me? 38:16 So Zedekiah the                       ,king,"sware secretly unto Jeremiah, saying, As the"
row_16272,thou wilt assuredly go forth unto the                        ,king,"of Babylon’s princes, then thy soul shall"
row_16273,thou wilt not go forth to the                                ,king,"of Babylon’s princes, then shall this city"
row_16274,And Zedekiah the                                             ,king,"said unto Jeremiah, I am afraid of"
row_16276,the women that are left in the                               ,king,of Judah’s house shall be brought forth
row_16276,house shall be brought forth to the                          ,king,"of Babylon’s princes, and those women shall"
row_16277,be taken by the hand of the                                  ,king,of Babylon: and thou shalt cause this
row_16279,now what thou hast said unto the                             ,"king,","hide it not from us, and we"
row_16279,put thee to death; also what the                             ,king,said unto thee: 38:26 Then thou shalt
row_16279,"them, I presented my supplication before the                 ","king,",that he would not cause me to
row_16280,according to all these words that the                        ,king,had commanded. So they left off speaking
row_16280,king had commanded. So they left off                         ,speaking,with him; for the matter was not
row_16282,In the ninth year of Zedekiah                                ,king,"of Judah, in the tenth month, came"
row_16282,"Judah, in the tenth month, came Nebuchadrezzar               ",king,of Babylon and all his army against
row_16284,And all the princes of the                                   ,king,"of Babylon came in, and sat in"
row_16284,the residue of the princes of the                            ,king,of Babylon.
row_16285,"came to pass, that when Zedekiah the                         ",king,"of Judah saw them, and all the"
row_16285,"by night, by the way of the                                  ",king’s,"garden, by the gate betwixt the two"
row_16286,"him, they brought him up to Nebuchadnezzar                   ",king,of Babylon to Riblah in the land
row_16287,Then the                                                     ,king,of Babylon slew the sons of Zedekiah
row_16287,in Riblah before his eyes: also the                          ,king,of Babylon slew all the nobles of
row_16289,And the Chaldeans burned the                                 ,king’s,"house, and the houses of the people,"
row_16292,Now Nebuchadrezzar                                           ,king,of Babylon gave charge concerning Jeremiah to
row_16293,"Rabsaris, and Nergalsharezer, Rabmag, and all the            ",king,"of Babylon’s princes; 39:14 Even they sent,"
row_16301,"Ahikam the son of Shaphan, whom the                          ",king,of Babylon hath made governor over the
row_16303,"they and their men, heard that the                           ",king,of Babylon had made Gedaliah the son
row_16304,"dwell in the land, and serve the                             ",king,"of Babylon, and it shall be well"
row_16306,"in all the countries, heard that the                         ",king,of Babylon had left a remnant of
row_16307,Dost thou certainly know that Baalis the                     ,king,of the Ammonites hath sent Ishmael the
row_16309,"seed royal, and the princes of the                           ","king,","even ten men with him, came unto"
row_16310,"the sword, and slew him, whom the                            ",king,of Babylon had made governor over the
row_16316,"of Gedaliah, was it which Asa the                            ",king,had made for fear of Baasha king
row_16316,king had made for fear of Baasha                             ,king,of Israel: and Ishmael the son of
row_16317,"people that were in Mizpah, even the                         ",king’s,"daughters, and all the people that remained"
row_16322,"Gedaliah the son of Ahikam, whom the                         ",king,of Babylon made governor in the land.
row_16329,Be not afraid of the                                         ,king,"of Babylon, of whom ye are afraid;"
row_16338,when Jeremiah had made an end of                             ,speaking,unto all the people all the words
row_16342,"men, and women, and children, and the                        ",king’s,"daughters, and every person that Nebuzaradan the"
row_16344,I will send and take Nebuchadrezzar the                      ,king,"of Babylon, my servant, and will set"
row_16353,"your fathers, and the wickedness of the                      ",kings,"of Judah, and the wickedness of their"
row_16358,"have done, we, and our fathers, our                          ","kings,","and our princes, in the cities of"
row_16360,"of Jerusalem, ye, and your fathers, your                     ","kings,","and your princes, and the people of"
row_16366,"the LORD; Behold, I will give Pharaohhophra                  ",king,of Egypt into the hand of his
row_16366,seek his life; as I gave Zedekiah                            ,king,of Judah into the hand of Nebuchadrezzar
row_16366,of Judah into the hand of Nebuchadrezzar                     ,king,"of Babylon, his enemy, and that sought"
row_16367,year of Jehoiakim the son of Josiah                          ,king,"of Judah, saying, 45:2 Thus saith the"
row_16370,"Against Egypt, against the army of Pharaohnecho              ",king,"of Egypt, which was by the river"
row_16370,"the river Euphrates in Carchemish, which Nebuchadrezzar      ",king,of Babylon smote in the fourth year
row_16370,year of Jehoiakim the son of Josiah                          ,king,of Judah.
row_16380,"spake to Jeremiah the prophet, how Nebuchadrezzar            ",king,of Babylon should come and smite the
row_16384,"They did cry there, Pharaoh                                  ",king,of Egypt is but a noise; he
row_16385,"As I live, saith the                                         ","King,","whose name is the LORD of hosts,"
row_16392,"and Egypt, with their gods, and their                        ",kings;,"even Pharaoh, and all them that trust"
row_16392,"lives, and into the hand of Nebuchadrezzar                   ",king,"of Babylon, and into the hand of"
row_16414,"gone down to the slaughter, saith the                        ","King,",whose name is the LORD of hosts.
row_16442,he no heir? why then doth their                              ,king,"inherit Gad, and his people dwell in"
row_16443,and fro by the hedges; for their                             ,king,"shall go into captivity, and his priests"
row_16464,"Concerning Kedar, and concerning the                         ",kingdoms,"of Hazor, which Nebuchadrezzar king of Babylon"
row_16464,"concerning the kingdoms of Hazor, which Nebuchadrezzar       ",king,"of Babylon shall smite, thus saith the"
row_16466,"of Hazor, saith the LORD; for Nebuchadrezzar                 ",king,"of Babylon hath taken counsel against you,"
row_16470,the beginning of the reign of Zedekiah                       ,king,"of Judah, saying,"
row_16473,"Elam, and will destroy from thence the                       ",king,"and the princes, saith the LORD."
row_16490,lions have driven him away: first the                        ,king,of Assyria hath devoured him; and last
row_16490,hath devoured him; and last this Nebuchadrezzar              ,king,of Babylon hath broken his bones.
row_16491,"of Israel; Behold, I will punish the                         ",king,"of Babylon and his land, as I"
row_16491,"his land, as I have punished the                             ",king,of Assyria.
row_16513,"north, and a great nation, and many                          ",kings,shall be raised up from the coasts
row_16515,The                                                          ,king,of Babylon hath heard the report of
row_16517,At the noise of the                                          ,taking,"of Babylon the earth is moved, and"
row_16527,hath raised up the spirit of the                             ,kings,of the Medes: for his device is
row_16536,"nations, and with thee will I destroy                        ",kingdoms;,
row_16541,"against her, call together against her the                   ",kingdoms,"of Ararat, Minni, and Ashchenaz; appoint a"
row_16542,Prepare against her the nations with the                     ,kings,"of the Medes, the captains thereof, and"
row_16545,"messenger to meet another, to shew the                       ",king,of Babylon that his city is taken
row_16547,Nebuchadrezzar the                                           ,king,"of Babylon hath devoured me, he hath"
row_16568,"perpetual sleep, and not wake, saith the                     ","King,",whose name is the LORD of hosts.
row_16570,"Maaseiah, when he went with Zedekiah the                     ",king,of Judah into Babylon in the fourth
row_16576,"his presence, that Zedekiah rebelled against the             ",king,of Babylon.
row_16577,"tenth day of the month, that Nebuchadrezzar                  ",king,"of Babylon came, he and all his"
row_16578,was besieged unto the eleventh year of                       ,king,Zedekiah.
row_16580,"the two walls, which was by the                              ",king’s,garden; (now the Chaldeans were by the
row_16581,army of the Chaldeans pursued after the                      ,"king,",and overtook Zedekiah in the plains of
row_16582,Then they took the                                           ,"king,",and carried him up unto the king
row_16582,"king, and carried him up unto the                            ",king,of Babylon to Riblah in the land
row_16583,And the                                                      ,king,of Babylon slew the sons of Zedekiah
row_16584,out the eyes of Zedekiah; and the                            ,king,"of Babylon bound him in chains, and"
row_16585,which was the nineteenth year of Nebuchadrezzar              ,king,"of Babylon, came Nebuzaradan, captain of the"
row_16585,"captain of the guard, which served the                       ",king,"of Babylon, into Jerusalem, 52:13 And burned"
row_16585,"the house of the LORD, and the                               ",king’s,"house; and all the houses of Jerusalem,"
row_16586,"that fell away, that fell to the                             ",king,"of Babylon, and the rest of the"
row_16591,"bulls that were under the bases, which                       ",king,Solomon had made in the house of
row_16595,men of them that were near the                               ,king’s,"person, which were found in the city;"
row_16596,"took them, and brought them to the                           ",king,of Babylon to Riblah.
row_16597,And the                                                      ,king,"of Babylon smote them, and put them"
row_16599,thirtieth year of the captivity of Jehoiachin                ,king,"of Judah, in the twelfth month, in"
row_16599,"twentieth day of the month, that Evilmerodach                ",king,of Babylon in the first year of
row_16599,reign lifted up the head of Jehoiachin                       ,king,"of Judah, and brought him forth out"
row_16600,his throne above the throne of the                           ,kings,"that were with him in Babylon, 52:33"
row_16601,a continual diet given him of the                            ,king,"of Babylon, every day a portion until"
row_16623,to the ground: he hath polluted the                          ,kingdom,and the princes thereof.
row_16627,in the indignation of his anger the                          ,king,and the priest.
row_16630,hath destroyed and broken her bars: her                      ,king,and her princes are among the Gentiles:
row_16704,The tongue of the                                            ,sucking,child cleaveth to the roof of his
row_16711,The                                                          ,kings,"of the earth, and all the inhabitants"
row_16742,"month, which was the fifth year of                           ",king,"Jehoiachin’s captivity, 1:3 The word of the"
row_16870,The                                                          ,king,"shall mourn, and the prince shall be"
row_16955,"Son of man, eat thy bread with                               ","quaking,",and drink thy water with trembling and
row_17004,"beautiful, and thou didst prosper into a                     ",kingdom.,
row_17040,"done, which hast despised the oath in                        ",breaking,the covenant.
row_17051,"these things mean? tell them, Behold, the                    ",king,"of Babylon is come to Jerusalem, and"
row_17051,"come to Jerusalem, and hath taken the                        ",king,"thereof, and the princes thereof, and led"
row_17051,Babylon; 17:13 And hath taken of the                         ,king’s,"seed, and made a covenant with him,"
row_17051,mighty of the land: 17:14 That the                           ,kingdom,"might be base, that it might not"
row_17052,"GOD, surely in the place where the                           ",king,"dwelleth that made him king, whose oath"
row_17052,where the king dwelleth that made him                        ,"king,","whose oath he despised, and whose covenant"
row_17053,17:18 Seeing he despised the oath by                         ,breaking,"the covenant, when, lo, he had given"
row_17085,"in chains, and brought him to the                            ",king,"of Babylon: they brought him into holds,"
row_17127,"therefore, thou son of man, with the                         ",breaking,of thy loins; and with bitterness sigh
row_17137,"two ways, that the sword of the                              ",king,of Babylon may come: both twain shall
row_17139,For the                                                      ,king,of Babylon stood at the parting of
row_17151,"a reproach unto the heathen, and a                           ",mocking,to all countries.
row_17217,"day, even of this same day: the                              ",king,of Babylon set himself against Jerusalem this
row_17241,dealt against the house of Judah by                          ,taking,"vengeance, and hath greatly offended, and revenged"
row_17249,"Behold, I will bring upon Tyrus Nebuchadrezzar               ",king,"of Babylon, a king of kings, from"
row_17249,"upon Tyrus Nebuchadrezzar king of Babylon, a                 ",king,"of kings, from the north, with horses,"
row_17249,"Nebuchadrezzar king of Babylon, a king of                    ","kings,","from the north, with horses, and with"
row_17273,the multitude of the wares of thy                            ,making:,"they occupied in thy fairs with emeralds,"
row_17275,the multitude of the wares of thy                            ,"making,",for the multitude of all riches; in
row_17287,filledst many people; thou didst enrich the                  ,kings,of the earth with the multitude of
row_17289,"shall be astonished at thee, and their                       ",kings,"shall be sore afraid, they shall be"
row_17296,"man, take up a lamentation upon the                          ",king,"of Tyrus, and say unto him, Thus"
row_17301,"the ground, I will lay thee before                           ","kings,",that they may behold thee.
row_17306,And there shall be no more a                                 ,pricking,"brier unto the house of Israel, nor"
row_17309,"of man, set thy face against Pharaoh                         ",king,"of Egypt, and prophesy against him, and"
row_17309,"GOD; Behold, I am against thee, Pharaoh                      ",king,"of Egypt, the great dragon that lieth"
row_17320,and they shall be there a base                               ,kingdom.,
row_17321,It shall be the basest of the                                ,kingdoms;,neither shall it exalt itself any more
row_17323,"me, saying, 29:18 Son of man, Nebuchadrezzar                 ",king,of Babylon caused his army to serve
row_17323,give the land of Egypt unto Nebuchadrezzar                   ,king,of Babylon; and he shall take her
row_17334,to cease by the hand of Nebuchadrezzar                       ,king,of Babylon.
row_17344,I have broken the arm of Pharaoh                             ,king,"of Egypt; and, lo, it shall not"
row_17345,"Lord GOD; Behold, I am against Pharaoh                       ",king,"of Egypt, and will break his arms,"
row_17347,I will strengthen the arms of the                            ,king,"of Babylon, and put my sword in"
row_17348,I will strengthen the arms of the                            ,king,"of Babylon, and the arms of Pharaoh"
row_17348,my sword into the hand of the                                ,king,"of Babylon, and he shall stretch it"
row_17350,"31:2 Son of man, speak unto Pharaoh                          ",king,"of Egypt, and to his multitude; Whom"
row_17364,"man, take up a lamentation for Pharaoh                       ",king,"of Egypt, and say unto him, Thou"
row_17372,"many people amazed at thee, and their                        ",kings,"shall be horribly afraid for thee, when"
row_17373,the Lord GOD; The sword of the                               ,king,of Babylon shall come upon thee.
row_17389,"There is Edom, her                                           ","kings,","and all her princes, which with their"
row_17414,the children of thy people still are                         ,talking,against thee by the walls and in
row_17486,"there was a noise, and behold a                              ","shaking,","and the bones came together, bone to"
row_17496,upon the mountains of Israel; and one                        ,king,shall be king to them all: and
row_17496,of Israel; and one king shall be                             ,king,to them all: and they shall be
row_17496,neither shall they be divided into two                       ,kingdoms,any more at all.
row_17498,And David my servant shall be                                ,king,over them; and they all shall have
row_17511,that day there shall be a great                              ,shaking,in the land of Israel; 38:20 So
row_17632,And I heard him                                              ,speaking,unto me out of the house; and
row_17633,"no more defile, neither they, nor their                      ","kings,","by their whoredom, nor by the carcases"
row_17633,"whoredom, nor by the carcases of their                       ",kings,in their high places.
row_17635,"their whoredom, and the carcases of their                    ","kings,","far from me, and I will dwell"
row_17705,the east shall be shut the six                               ,working,days; but on the sabbath it shall
row_17786,third year of the reign of Jehoiakim                         ,king,of Judah came Nebuchadnezzar king of Babylon
row_17786,of Jehoiakim king of Judah came Nebuchadnezzar               ,king,"of Babylon unto Jerusalem, and besieged it."
row_17787,And the Lord gave Jehoiakim                                  ,king,"of Judah into his hand, with part"
row_17788,And the                                                      ,king,spake unto Ashpenaz the master of his
row_17788,"the children of Israel, and of the                           ",king’s,"seed, and of the princes; 1:4 Children"
row_17788,ability in them to stand in the                              ,king’s,"palace, and whom they might teach the"
row_17789,And the                                                      ,king,appointed them a daily provision of the
row_17789,appointed them a daily provision of the                      ,king’s,"meat, and of the wine which he"
row_17789,end thereof they might stand before the                      ,king.,
row_17791,defile himself with the portion of the                       ,king’s,"meat, nor with the wine which he"
row_17793,"unto Daniel, I fear my lord the                              ","king,",who hath appointed your meat and your
row_17793,why should he see your faces worse                           ,liking,than the children which are of your
row_17793,make me endanger my head to the                              ,king.,
row_17795,that eat of the portion of the                               ,king’s,"meat: and as thou seest, deal with"
row_17797,which did eat the portion of the                             ,king’s,meat.
row_17800,the end of the days that the                                 ,king,"had said he should bring them in,"
row_17801,And the                                                      ,king,communed with them; and among them all
row_17801,and Azariah: therefore stood they before the                 ,king.,
row_17802,"matters of wisdom and understanding, that the                ",king,"enquired of them, he found them ten"
row_17803,continued even unto the first year of                        ,king,Cyrus.
row_17805,Then the                                                     ,king,"commanded to call the magicians, and the"
row_17805,"and the Chaldeans, for to shew the                           ",king,his dreams. So they came and stood
row_17805,So they came and stood before the                            ,king.,
row_17806,And the                                                      ,king,"said unto them, I have dreamed a"
row_17807,Then spake the Chaldeans to the                              ,king,"in Syriack, O king, live for ever:"
row_17807,"Chaldeans to the king in Syriack, O                          ","king,",live for ever: tell thy servants the
row_17808,The                                                          ,king,"answered and said to the Chaldeans, The"
row_17810,"They answered again and said, Let the                        ",king,"tell his servants the dream, and we"
row_17811,The                                                          ,king,"answered and said, I know of certainty"
row_17813,The Chaldeans answered before the                            ,"king,","and said, There is not a man"
row_17813,upon the earth that can shew the                             ,king’s,"matter: therefore there is no king, lord,"
row_17813,the king’s matter: therefore there is no                     ,"king,","lord, nor ruler, that asked such things"
row_17814,it is a rare thing that the                                  ,king,"requireth, and there is none other that"
row_17814,other that can shew it before the                            ,"king,","except the gods, whose dwelling is not"
row_17815,For this cause the                                           ,king,"was angry and very furious, and commanded"
row_17817,wisdom to Arioch the captain of the                          ,king’s,"guard, which was gone forth to slay"
row_17817,He answered and said to Arioch the                           ,king’s,"captain, Why is the decree so hasty"
row_17817,is the decree so hasty from the                              ,king?,Then Arioch made the thing known to
row_17818,"Daniel went in, and desired of the                           ",king,"that he would give him time, and"
row_17818,"time, and that he would shew the                             ",king,the interpretation.
row_17821,the times and the seasons: he removeth                       ,"kings,",and setteth up kings: he giveth wisdom
row_17821,"seasons: he removeth kings, and setteth up                   ",kings:,"he giveth wisdom unto the wise, and"
row_17822,hast now made known unto us the                              ,king’s,matter.
row_17823,"Daniel went in unto Arioch, whom the                         ",king,had ordained to destroy the wise men
row_17823,of Babylon: bring me in before the                           ,"king,",and I will shew unto the king
row_17823,"king, and I will shew unto the                               ",king,the interpretation.
row_17824,Then Arioch brought in Daniel before the                     ,king,"in haste, and said thus unto him,"
row_17824,"Judah, that will make known unto the                         ",king,the interpretation.
row_17825,The                                                          ,king,"answered and said to Daniel, whose name"
row_17825,Daniel answered in the presence of the                       ,"king,","and said, The secret which the king"
row_17825,"king, and said, The secret which the                         ",king,"hath demanded cannot the wise men, the"
row_17825,"the magicians, the soothsayers, shew unto the                ",king;,2:28 But there is a God in
row_17825,"revealeth secrets, and maketh known to the                   ",king,Nebuchadnezzar what shall be in the latter
row_17825,"are these; 2:29 As for thee, O                               ","king,",thy thoughts came into thy mind upon
row_17826,shall make known the interpretation to the                   ,"king,",and that thou mightest know the thoughts
row_17827,"Thou, O                                                      ","king,","sawest, and behold a great image. This"
row_17831,will tell the interpretation thereof before the              ,king.,
row_17832,"Thou, O                                                      ","king,",art a king of kings: for the
row_17832,"Thou, O king, art a                                          ",king,of kings: for the God of heaven
row_17832,"Thou, O king, art a king of                                  ",kings:,for the God of heaven hath given
row_17832,God of heaven hath given thee a                              ,"kingdom,","power, and strength, and glory."
row_17834,And after thee shall arise another                           ,kingdom,"inferior to thee, and another third kingdom"
row_17834,"kingdom inferior to thee, and another third                  ",kingdom,"of brass, which shall bear rule over"
row_17835,And the fourth                                               ,kingdom,shall be strong as iron: forasmuch as
row_17836,"potters’ clay, and part of iron, the                         ",kingdom,shall be divided; but there shall be
row_17837,"iron, and part of clay, so the                               ",kingdom,"shall be partly strong, and partly broken."
row_17839,And in the days of these                                     ,kings,shall the God of heaven set up
row_17839,the God of heaven set up a                                   ,"kingdom,",which shall never be destroyed: and the
row_17839,which shall never be destroyed: and the                      ,kingdom,"shall not be left to other people,"
row_17839,break in pieces and consume all these                        ,"kingdoms,",and it shall stand for ever.
row_17840,great God hath made known to the                             ,king,what shall come to pass hereafter: and
row_17841,Then the                                                     ,king,"Nebuchadnezzar fell upon his face, and worshipped"
row_17842,The                                                          ,king,"answered unto Daniel, and said, Of a"
row_17842,"God of gods, and a Lord of                                   ","kings,","and a revealer of secrets, seeing thou"
row_17843,Then the                                                     ,king,"made Daniel a great man, and gave"
row_17844,Then Daniel requested of the                                 ,"king,","and he set Shadrach, Meshach, and Abednego,"
row_17844,Daniel sat in the gate of the                                ,king.,
row_17845,Nebuchadnezzar the                                           ,king,"made an image of gold, whose height"
row_17846,Then Nebuchadnezzar the                                      ,king,"sent to gather together the princes, the"
row_17846,dedication of the image which Nebuchadnezzar the             ,king,had set up.
row_17847,dedication of the image that Nebuchadnezzar the              ,king,had set up; and they stood before
row_17848,worship the golden image that Nebuchadnezzar the             ,king,hath set up: 3:6 And whoso falleth
row_17849,worshipped the golden image that Nebuchadnezzar the          ,king,had set up.
row_17851,They spake and said to the                                   ,king,"Nebuchadnezzar, O king, live for ever."
row_17851,"and said to the king Nebuchadnezzar, O                       ","king,",live for ever.
row_17852,"Thou, O                                                      ","king,","hast made a decree, that every man"
row_17854,"Shadrach, Meshach, and Abednego; these men, O                ","king,",have not regarded thee: they serve not
row_17855,Then they brought these men before the                       ,king.,
row_17856,"and Abednego, answered and said to the                       ","king,","O Nebuchadnezzar, we are not careful to"
row_17857,"deliver us out of thine hand, O                              ",king.,
row_17858,"not, be it known unto thee, O                                ","king,","that we will not serve thy gods,"
row_17862,Therefore because the                                        ,king’s,"commandment was urgent, and the furnace exceeding"
row_17864,Then Nebuchadnezzar the                                      ,king,"was astonied, and rose up in haste,"
row_17864,fire? They answered and said unto the                        ,"king,","True, O king."
row_17864,"and said unto the king, True, O                              ",king.,
row_17865,"said, Lo, I see four men loose,                              ",walking,"in the midst of the fire, and"
row_17867,"the princes, governors, and captains, and the                ",king’s,"counsellors, being gathered together, saw these men,"
row_17868,"trusted in him, and have changed the                         ",king’s,"word, and yielded their bodies, that they"
row_17870,Then the                                                     ,king,"promoted Shadrach, Meshach, and Abednego, in the"
row_17871,Nebuchadnezzar the                                           ,"king,","unto all people, nations, and languages, that"
row_17873,and how mighty are his wonders! his                          ,kingdom,"is an everlasting kingdom, and his dominion"
row_17873,his wonders! his kingdom is an everlasting                   ,"kingdom,",and his dominion is from generation to
row_17881,that the most High ruleth in the                             ,kingdom,"of men, and giveth it to whomsoever"
row_17882,This dream I                                                 ,king,"Nebuchadnezzar have seen. Now thou, O Belteshazzar,"
row_17882,as all the wise men of my                                    ,kingdom,are not able to make known unto
row_17883,"hour, and his thoughts troubled him. The                     ",king,"spake, and said, Belteshazzar, let not the"
row_17884,"their habitation: 4:22 It is thou, O                         ","king,",that art grown and become strong: for
row_17885,And whereas the                                              ,king,saw a watcher and an holy one
row_17885,"him; 4:24 This is the interpretation, O                      ","king,",and this is the decree of the
row_17885,which is come upon my lord the                               ,king:,4:25 That they shall drive thee from
row_17885,that the most High ruleth in the                             ,kingdom,"of men, and giveth it to whomsoever"
row_17886,the stump of the tree roots; thy                             ,kingdom,"shall be sure unto thee, after that"
row_17887,"Wherefore, O                                                 ","king,","let my counsel be acceptable unto thee,"
row_17888,All this came upon the                                       ,king,Nebuchadnezzar.
row_17889,he walked in the palace of the                               ,kingdom,of Babylon.
row_17890,The                                                          ,king,"spake, and said, Is not this great"
row_17890,have built for the house of the                              ,kingdom,"by the might of my power, and"
row_17890,4:31 While the word was in the                               ,king’s,"mouth, there fell a voice from heaven,"
row_17890,"fell a voice from heaven, saying, O                          ",king,"Nebuchadnezzar, to thee it is spoken; The"
row_17890,"Nebuchadnezzar, to thee it is spoken; The                    ",kingdom,is departed from thee.
row_17891,that the most High ruleth in the                             ,kingdom,"of men, and giveth it to whomsoever"
row_17893,"dominion is an everlasting dominion, and his                 ",kingdom,is from generation to generation: 4:35 And
row_17893,me; and for the glory of my                                  ,"kingdom,",mine honour and brightness returned unto me;
row_17893,me; and I was established in my                              ,"kingdom,",and excellent majesty was added unto me.
row_17894,Nebuchadnezzar praise and extol and honour the               ,King,"of heaven, all whose works are truth,"
row_17895,Belshazzar the                                               ,king,made a great feast to a thousand
row_17896,temple which was in Jerusalem; that the                      ,"king,","and his princes, his wives, and his"
row_17897,God which was at Jerusalem; and the                          ,"king,","and his princes, his wives, and his"
row_17899,the plaister of the wall of the                              ,king’s,palace: and the king saw the part
row_17899,wall of the king’s palace: and the                           ,king,saw the part of the hand that
row_17900,Then the                                                     ,king’s,"countenance was changed, and his thoughts troubled"
row_17901,The                                                          ,king,"cried aloud to bring in the astrologers,"
row_17901,"the Chaldeans, and the soothsayers. And the                  ",king,"spake, and said to the wise men"
row_17901,shall be the third ruler in the                              ,kingdom.,
row_17902,Then came in all the                                         ,king’s,wise men: but they could not read
row_17902,"the writing, nor make known to the                           ",king,the interpretation thereof.
row_17903,Then was                                                     ,king,"Belshazzar greatly troubled, and his countenance was"
row_17904,by reason of the words of the                                ,king,and his lords came into the banquet
row_17904,"and the queen spake and said, O                              ","king,",live for ever: let not thy thoughts
row_17904,5:11 There is a man in thy                                   ,"kingdom,",in whom is the spirit of the
row_17904,"gods, was found in him; whom the                             ",king,"Nebuchadnezzar thy father, the king, I say,"
row_17904,"whom the king Nebuchadnezzar thy father, the                 ","king,","I say, thy father, made master of"
row_17904,"found in the same Daniel, whom the                           ",king,"named Belteshazzar: now let Daniel be called,"
